,Rnd,Pick,Tm_x,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Unnamed: 28,Round_x,Value,Tm_y,Year,Multiplier,AdjustedValue,AvgValue,AVoverAvg,Return_x,IPO Date,Symbol,Company Name,IPO Price,Current,Return_y,Sector,Industry,Country,Round_y,IPOMultiplier,AdjustedValueIPO,AvgValueIPO,AVoverAvgIPO,ReturnIPO
1,1,2,WAS,Chase Young\YounCh04,DE,21.0,2021.0,0,1,1,18.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,,9.0,Ohio St.,College Stats,1,2600.0,Detroit Lions,2022.0,0.8666666666666667,15.600000000000001,18.720000000000002,-0.7200000000000024,-0.03846153846153859,"Dec 9, 2020",DASH,"DoorDash, Inc.",102.0,89.42,-0.12300000000000001,Consumer Discretionary,Internet & Direct Marketing Retail,United States,1,0.85,15.299999999999999,18.36,-0.35999999999999943,-0.01960784313725487
2,1,3,DET,Jeff Okudah\OkudJe00,CB,21.0,2021.0,0,0,0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,,Ohio St.,College Stats,1,2200.0,Houston Texans,2022.0,0.7333333333333333,1.4666666666666666,15.84,-13.84,-0.8737373737373737,"Dec 17, 2020",MDWT,"Midwest Holding, Inc.",70.0,12.37,-0.823,Financial Services,Insurance-Life,United States,1,0.5833333333333334,1.1666666666666667,12.600000000000001,-10.600000000000001,-0.8412698412698413
3,1,4,NYG,Andrew Thomas\ThomAn02,T,21.0,2021.0,0,0,2,11.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,,,Georgia,College Stats,1,1800.0,New York Jets,2022.0,0.6,6.6,12.96,-1.9600000000000009,-0.15123456790123463,"Dec 10, 2020",ABNB,"Airbnb, Inc.",68.0,156.7,1.304,Consumer Discretionary,"Hotels, Restaurants & Leisure",United States,1,0.5666666666666667,6.233333333333333,12.24,-1.2400000000000002,-0.10130718954248367
4,1,5,MIA,Tua Tagovailoa\TagoTu00,QB,22.0,2021.0,0,0,2,12.0,12.0,23.0,449.0,678.0,4467.0,27.0,15.0,78.0,237.0,6.0,0.0,0.0,0.0,,,,Alabama,College Stats,1,1700.0,New York Giants,2022.0,0.5666666666666667,6.8,12.24,-0.2400000000000002,-0.01960784313725492,"Dec 3, 2020",DCBO,"Docebo, Inc.",52.21,45.46,-0.129,Technology,Software-Application,United States,1,0.4350833333333333,5.221,9.3978,2.6022,0.27689459235140135
8,1,9,JAX,C.J. Henderson\HendCJ00,CB,21.0,2021.0,0,0,1,3.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1.0,,Florida,College Stats,1,1350.0,Denver Broncos,2022.0,0.45,1.35,9.72,-6.720000000000001,-0.6913580246913581,"Sep 23, 2020",GDRX,"GoodRx Holdings, Inc.",33.0,15.88,-0.519,Health Care,Health Care Technology,United States,1,0.275,0.8250000000000001,5.940000000000001,-2.9400000000000013,-0.4949494949494951
10,1,11,NYJ,Mekhi Becton\BectMe00,T,21.0,2021.0,0,0,1,5.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Louisville,College Stats,1,1250.0,Washington Commanders,2022.0,0.4166666666666667,2.0833333333333335,9.000000000000002,-4.000000000000002,-0.44444444444444453,"Sep 11, 2020",LSPD,"Lightspeed Commerce, Inc.",30.5,21.91,-0.282,Information Technology,Software,Canada,1,0.25416666666666665,1.2708333333333333,5.49,-0.4900000000000002,-0.08925318761384339
11,1,12,LVR,Henry Ruggs III\RuggHe00,WR,21.0,2021.0,0,0,1,8.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,65.0,0.0,50.0,921.0,4.0,,,,Alabama,College Stats,1,1200.0,Minnesota Vikings,2022.0,0.4,3.2,8.64,-0.6400000000000006,-0.07407407407407414,"Nov 24, 2020",OZON,Ozon Holdings PLC,30.0,11.6,-0.613,Consumer Discretionary,Internet & Direct Marketing Retail,United States,1,0.25,2.0,5.4,2.5999999999999996,0.4814814814814814
18,1,19,LVR,Damon Arnette\ArneDa00,CB,24.0,2021.0,0,0,0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,,,Ohio St.,College Stats,1,875.0,Philadelphia Eagles,2022.0,0.2916666666666667,0.5833333333333334,6.300000000000001,-4.300000000000001,-0.6825396825396826,"Oct 28, 2020",ROOT,"Root, Inc.",27.0,1.535,-0.943,Financial Services,Insurance-Property & Casualty,United States,1,0.225,0.45,4.86,-2.8600000000000003,-0.588477366255144
19,1,20,JAX,K'Lavon Chaisson\ChaiKL00,DE,21.0,2021.0,0,0,0,6.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,,2.0,LSU,College Stats,1,850.0,Pittsburgh Steelers,2022.0,0.2833333333333333,1.7,6.12,-0.1200000000000001,-0.01960784313725492,"Nov 20, 2020",MRVI,"Maravai LifeSciences Holdings, Inc.",27.0,32.805,0.215,Health Care,Biotechnology,United States,1,0.225,1.35,4.86,1.1399999999999997,0.23456790123456783
25,1,26,GNB,Jordan Love\LoveJo03,QB,21.0,2021.0,0,0,0,2.0,2.0,6.0,36.0,62.0,411.0,2.0,3.0,12.0,27.0,0.0,0.0,0.0,0.0,,,,Utah St.,College Stats,1,700.0,Tennessee Titans,2022.0,0.23333333333333334,0.4666666666666667,5.04,-3.04,-0.6031746031746031,"Aug 5, 2020",BIGC,"BigCommerce Holdings, Inc.",24.0,17.29,-0.28,Information Technology,IT Services,United States,1,0.2,0.4,4.32,-2.3200000000000003,-0.5370370370370371
28,1,29,TEN,Isaiah Wilson\WilsIs00,T,21.0,2020.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Georgia,College Stats,1,640.0,Miami Dolphins,2022.0,0.21333333333333335,0.0,4.6080000000000005,-4.6080000000000005,-1.0,"Aug 19, 2020",HRMY,"Harmony Biosciences Holdings, Inc.",24.0,50.91,1.121,Health Care,Biotechnology,United States,1,0.2,0.0,4.32,-4.32,-1.0
29,1,30,MIA,Noah Igbinoghene\IgbiNo00,CB,20.0,2021.0,0,0,0,3.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,,Auburn,College Stats,1,620.0,Kansas City Chiefs,2022.0,0.20666666666666667,0.62,4.464,-1.4640000000000004,-0.32795698924731187,"Jun 5, 2020",FOUR,"Shift4 Payments, Inc.",23.0,51.34,1.232,Information Technology,IT Services,United States,1,0.19166666666666668,0.5750000000000001,4.140000000000001,-1.1400000000000006,-0.2753623188405798
39,2,40,HOU,Ross Blacklock\BlacRo00,DT,22.0,2021.0,0,0,0,3.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,2.0,TCU,College Stats,2,500.0,Denver Broncos,2022.0,0.16666666666666666,0.5,3.6,-0.6000000000000001,-0.16666666666666669,"Oct 15, 2020",ARRY,"Array Technologies, Inc.",22.0,7.05,-0.679,Technology,Solar,United States,2,0.18333333333333332,0.5499999999999999,3.96,-0.96,-0.24242424242424243
43,2,44,CLE,Grant Delpit\DelpGr00,S,21.0,2021.0,0,0,0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,1.0,LSU,College Stats,2,460.0,Cleveland Browns,2022.0,0.15333333333333332,0.45999999999999996,3.312,-0.31199999999999983,-0.0942028985507246,"Jun 9, 2020",VRM,"Vroom, Inc.",22.0,1.64,-0.925,Consumer Discretionary,Specialty Retail,United States,2,0.18333333333333332,0.5499999999999999,3.96,-0.96,-0.24242424242424243
46,2,47,ATL,Marlon Davidson\DaviMa01,DE,22.0,2021.0,0,0,0,3.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,Auburn,College Stats,2,430.0,Indianapolis Colts,2022.0,0.14333333333333334,0.43000000000000005,3.0960000000000005,-0.09600000000000053,-0.031007751937984662,"Jun 4, 2020",ZI,"ZoomInfo Technologies, Inc.",21.0,49.47,1.3559999999999999,Communication Services,Interactive Media & Services,United States,2,0.175,0.5249999999999999,3.78,-0.7799999999999998,-0.2063492063492063
47,2,48,SEA,Darrell Taylor\TaylDa00,DE,23.0,2021.0,0,0,0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,,6.5,Tennessee,College Stats,2,420.0,Los Angeles Chargers,2022.0,0.14,0.42000000000000004,3.0240000000000005,-0.024000000000000465,-0.007936507936508089,"Dec 4, 2020",SBTX,"Silverback Therapeutics, Inc.",21.0,3.18,-0.8490000000000001,Health Care,Biotechnology,United States,2,0.175,0.5249999999999999,3.78,-0.7799999999999998,-0.2063492063492063
78,3,79,NYJ,Jabari Zuniga\ZuniJa00,DE,23.0,2021.0,0,0,0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,1.0,Florida,College Stats,3,195.0,Los Angeles Chargers,2022.0,0.065,0.065,1.4040000000000001,-0.40400000000000014,-0.2877492877492878,"Sep 25, 2020",PRLD,"Prelude Therapeutics, Inc.",19.0,5.215,-0.725,Health Care,Biotechnology,United States,3,0.15833333333333333,0.15833333333333333,3.42,-2.42,-0.7076023391812866
90,3,91,NWE,Devin Asiasi\AsiaDe00,TE,23.0,2021.0,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,1.0,,,,UCLA,College Stats,3,136.0,Tampa Bay Buccaneers,2022.0,0.04533333333333334,0.0,0.9792000000000002,-0.9792000000000002,-1.0,"Feb 7, 2020",PFHD,Professional Holding Corp.,18.5,23.84,0.289,Financials,Banks,United States,3,0.15416666666666667,0.0,3.3300000000000005,-3.3300000000000005,-1.0
99,3,100,LVR,Tanner Muse\MuseTa00,S,24.0,2021.0,0,0,0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,Clemson,College Stats,4,100.0,Baltimore Ravens,2022.0,0.03333333333333333,0.0,0.7200000000000001,-0.7200000000000001,-1.0,"Dec 4, 2020",SGTX,"Sigilon Therapeutics, Inc.",18.0,1.22,-0.932,Health Care,Biotechnology,United States,4,0.15,0.0,3.24,-3.24,-1.0
100,3,101,NWE,Dalton Keene\KeenDa00,TE,21.0,2020.0,0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,,,,Virginia Tech,College Stats,4,96.0,New Orleans Saints,2022.0,0.032,0.0,0.6912,-0.6912,-1.0,"Aug 13, 2020",NTST,NetSTREIT Corp.,18.0,23.195,0.289,Real Estate,Equity Real Estate Investment Trusts (REITs),United States,4,0.15,0.0,3.24,-3.24,-1.0
120,4,121,DET,Logan Stenberg\StenLo00,G,23.0,2021.0,0,0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Kentucky,College Stats,4,52.0,Miami Dolphins,2022.0,0.017333333333333333,0.0,0.3744,-0.3744,-1.0,"Sep 23, 2020",CRSR,"Corsair Gaming, Inc.",17.0,16.085,-0.054000000000000006,Information Technology,"Technology Hardware, Storage & Peripherals",United States,4,0.14166666666666666,0.0,3.06,-3.06,-1.0
121,4,122,IND,Jacob Eason\EasoJa00,QB,22.0,2021.0,0,0,0,0.0,0.0,1.0,2.0,5.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Washington,College Stats,4,50.0,Indianapolis Colts,2022.0,0.016666666666666666,0.0,0.36000000000000004,-0.36000000000000004,-1.0,"Jun 26, 2020",AKUS,"Akouos, Inc.",17.0,3.285,-0.807,Health Care,Biotechnology,United States,4,0.14166666666666666,0.0,3.06,-3.06,-1.0
122,4,123,DAL,Reggie Robinson II\RobiRe00,CB,23.0,2020.0,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Tulsa,College Stats,4,49.0,Los Angeles Chargers,2022.0,0.01633333333333333,0.0,0.3528,-0.3528,-1.0,"Feb 6, 2020",SDGR,"Schrodinger, Inc.",17.0,26.74,0.573,Health Care,Health Care Technology,United States,4,0.14166666666666666,0.0,3.06,-3.06,-1.0
132,4,133,SEA,Colby Parkinson\ParkCo02,TE,21.0,2021.0,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,49.0,0.0,,,,Stanford,College Stats,5,40.0,Tampa Bay Buccaneers,2022.0,0.013333333333333334,0.0,0.28800000000000003,-0.28800000000000003,-1.0,"Oct 16, 2020",TARS,"Tarsus Pharmaceuticals, Inc.",16.0,17.96,0.122,Health Care,Biotechnology,United States,5,0.13333333333333333,0.0,2.8800000000000003,-2.8800000000000003,-1.0
135,4,136,LAR,Brycen Hopkins\HopkBr01,TE,23.0,2021.0,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,,,,Purdue,College Stats,5,38.0,Cincinnati Bengals,2022.0,0.012666666666666666,0.0,0.2736,-0.2736,-1.0,"Jun 19, 2020",GTH,Genetron Holdings Limited,16.0,2.01,-0.8740000000000001,Health Care,Diagnostics & Research,United States,5,0.13333333333333333,0.0,2.8800000000000003,-2.8800000000000003,-1.0
