IPO Date,Symbol,Company Name,IPO Price,Current,Return,Sector,Industry,Country
"Aug 13, 2020",BEKE,"KE Holdings, Inc.",20,12.095,-0.395,Real Estate,Real Estate Management & Development,China
"Aug 12, 2020",FAII,Fortress Value Acquisition Corp. II,10,10.28,0.103,Blank Check / SPAC,Blank Check / SPAC,
"Aug 12, 2020",FSDC,FS Development Corp.,10,12.66,0.127,,,
"Aug 12, 2020",KBNT,"Kubient, Inc.",5,1.16,-0.768,Technology,Software-Application,United States
"Aug 7, 2020",FRLN,Freeline Therapeutics Holdings PLC,18,0.911,-0.949,Health Care,Biotechnology,United Kingdom
"Aug 7, 2020",ARYA,ARYA Sciences Acquisition Corp. III,10,11.16,0.112,Blank Check / SPAC,Blank Check / SPAC,
"Aug 7, 2020",CMPI,"Checkmate Pharmaceuticals, Inc.",15,10.39,-0.307,Health Care,Biotechnology,United States
"Aug 7, 2020",IBEX,IBEX Limited,19,15.76,-0.171,Information Technology,Software,United States
"Aug 7, 2020",VMAC,"Vistas Media Acquisition Company, Inc.",10,9.83,-0.017,Blank Check / SPAC,Blank Check / SPAC,United States
"Aug 6, 2020",OSH,"Oak Street Health, Inc.",21,20.57,-0.020,Health Care,Health Care Providers & Services,United States
"Aug 6, 2020",RKT,"Rocket Companies, Inc.",18,8.71,-0.516,Financials,Thrifts & Mortgage Finance,United States
"Aug 6, 2020",GRSV,"Gores Holdings V, Inc.",10,10.59,0.106,,,
"Aug 6, 2020",KSMT,Kismet Acquisition One Corp.,10,10.49,0.105,Blank Check / SPAC,Blank Check / SPAC,
"Aug 6, 2020",AFIB,"Acutus Medical, Inc.",18,0.831,-0.954,Health Care,Medical Devices,United States
"Aug 5, 2020",GOAC,GO Acquisition Corp.,10,9.93,-0.007,Blank Check / SPAC,Blank Check / SPAC,United States
"Aug 5, 2020",BOWX,BowX Acquisition Corp.,10,10.38,0.104,Blank Check / SPAC,Blank Check / SPAC,
"Aug 5, 2020",HOL,"Holicity, Inc.",10,12.35,0.123,,,
"Aug 5, 2020",RXT,"Rackspace Technology, Inc.",21,10.06,-0.521,Technology,Software-Infrastructure,United States
"Aug 5, 2020",BIGC,"BigCommerce Holdings, Inc.",24,17.29,-0.280,Information Technology,IT Services,United States
"Aug 4, 2020",YAC,Yucaipa Acquisition Corp.,10,9.93,-0.007,Blank Check / SPAC,Blank Check / SPAC,United States
"Aug 4, 2020",HSAQ,Health Sciences Acquisitions Corp. 2,10,9.92,-0.008,Blank Check / SPAC,Blank Check / SPAC,United States
"Jul 31, 2020",NHIC.D,NewHold Investment Corp.,10,9.55,0.096,,,
"Jul 31, 2020",VITL,"Vital Farms, Inc.",22,12.895,-0.414,Consumer Defensive,Farm Products,United States
"Jul 31, 2020",VSTA,Vasta Platform Limited,19,5.41,-0.715,Consumer Defensive,Education & Training Services,United States
"Jul 31, 2020",PRPB,CC Neuberger Principal Holdings II,10,9.94,-0.006,Financial Services,Shell Companies,United States
"Jul 31, 2020",ETAC,E.merge Technology Acquisition Corp.,10,9.93,-0.007,Blank Check / SPAC,Blank Check / SPAC,United States
"Jul 31, 2020",GOED,"1847 Goedeker, Inc.",9,1.4,-0.844,Consumer Cyclical,Internet Retail,United States
"Jul 31, 2020",FTHM,"Fathom Holdings, Inc.",10,7.77,-0.223,Real Estate,Real Estate Management & Development,United States
"Jul 30, 2020",ALVR,"AlloVir, Inc.",17,4.65,-0.727,Health Care,Biotechnology,United States
"Jul 30, 2020",LI,"Li Auto, Inc.",11.5,22.4,0.948,Consumer Discretionary,Automobiles,United States
"Jul 30, 2020",CCIV,Churchill Capital Corp. IV,10,24.25,0.242,,,
"Jul 29, 2020",VERX,"Vertex, Inc.",19,14.5,-0.237,Technology,Software-Application,United States
"Jul 28, 2020",ACEV,ACE Convergence Acquisition Corp.,10,10.09,0.009,Blank Check / SPAC,Blank Check / SPAC,United States
"Jul 24, 2020",ANNX,"Annexon, Inc.",17,2.53,-0.851,Health Care,Biotechnology,United States
"Jul 24, 2020",GRCY,Greencity Acquisition Corp.,10,10.42,0.042,Blank Check / SPAC,Blank Check / SPAC,United States
"Jul 24, 2020",ACND,Ascendant Digital Acquisition Corp.,10,9.52,0.095,Blank Check / SPAC,Blank Check / SPAC,
"Jul 24, 2020",ITOS,"iTeos Therapeutics, Inc.",19,29.32,0.543,Health Care,Biotechnology,United States
"Jul 24, 2020",INZY,"Inozyme Pharma, Inc.",16,5.02,-0.686,Health Care,Biotechnology,United States
"Jul 24, 2020",NRIX,"Nurix Therapeutics, Inc.",19,12.705,-0.331,Health Care,Biotechnology,United States
"Jul 23, 2020",ERES,East Resources Acquisition Co.,10,9.971,-0.003,Blank Check / SPAC,Blank Check / SPAC,United States
"Jul 23, 2020",MEG,"Montrose Environmental Group, Inc.",15,47.94,2.196,Consumer Discretionary,Media,United States
"Jul 23, 2020",EDTK,Skillful Craftsman Education Technology Ltd.,5,1.16,-0.768,Consumer Defensive,Education & Training Services,United States
"Jul 22, 2020",PSAC,Property Solutions Acquisition Corp.,10,13.78,0.138,Blank Check / SPAC,Blank Check / SPAC,
"Jul 22, 2020",JAMF,Jamf Holding Corporation,26,30.16,0.160,Information Technology,Software,United States
"Jul 22, 2020",PSTH,"Pershing Square Tontine Holdings, Ltd.",20,19.875,-0.006,Financials,Diversified Financial Services,United States
"Jul 17, 2020",ALXO,"ALX Oncology Holdings, Inc.",19,14.28,-0.248,Health Care,Biotechnology,United States
"Jul 17, 2020",PAND,"Pandion Therapeutics, Inc.",18,60.05,0.600,,,
"Jul 17, 2020",RNLX,Renalytix plc,13.5,5.12,-0.621,Health Care,Health Care Technology,United Kingdom
"Jul 17, 2020",DFHT,Deerfield Healthcare Technology Acquisitions Corp.,10,14.92,0.149,Blank Check / SPAC,Blank Check / SPAC,
"Jul 17, 2020",BLI,"Berkeley Lights, Inc.",22,5.33,-0.758,Health Care,Life Sciences Tools & Services,United States
"Jul 16, 2020",RLAY,"Relay Therapeutics, Inc.",20,28.1,0.405,Health Care,Biotechnology,United States
"Jul 16, 2020",TIG,"Trean Insurance Group, Inc.",15,4.63,-0.691,Health Care,Biotechnology,United States
"Jul 15, 2020",MLAC,Malacca Straits Acquisition Company Limited,10,10.12,0.012,Blank Check / SPAC,Blank Check / SPAC,United States
"Jul 15, 2020",GOCO,"GoHealth, Inc.",21,0.742,-0.965,Financial Services,Insurance Brokers,United States
"Jul 15, 2020",HPX,HPX Corp.,10,9.95,-0.005,Financial Services,Shell Companies,United States
"Jul 15, 2020",DEH,D8 Holdings Corp.,10,11.57,0.116,,,
"Jul 14, 2020",NCNO,"nCino, Inc.",31,37.11,0.197,Information Technology,Software,United States
"Jul 14, 2020",AACQ,"Artius Acquisition, Inc",10,9.99,0.100,Blank Check / SPAC,Blank Check / SPAC,
"Jul 13, 2020",PTK,PTK Acquisition Corp.,10,7.28,0.073,Blank Check / SPAC,Blank Check / SPAC,
"Jul 10, 2020",PSTX,"Poseida Therapeutics, Inc.",16,3.11,-0.806,Health Care,Biotechnology,United States
"Jul 10, 2020",IVA,Inventiva SA,14.4,10.23,-0.290,Health Care,Biotechnology,France
"Jul 10, 2020",QH,Quhuo Ltd.,10,0.559,-0.944,Technology,Software-Application,United States
"Jul 10, 2020",NKTX,"Nkarta, Inc.",18,7.83,-0.565,Health Care,Biotechnology,United States
"Jul 8, 2020",RACA,Therapeutics Acquisition Corp.,10,10.274,0.103,Blank Check / SPAC,Blank Check / SPAC,
"Jul 8, 2020",TXAC,Therapeutics Acquisition Corp.,10,12.96,0.130,Blank Check / SPAC,Blank Check / SPAC,
"Jul 8, 2020",BLCT,BlueCity Holdings Ltd.,16,1.36,-0.915,Communication Services,Internet Content & Information,United States
"Jul 2, 2020",ACCD,"Accolade, Inc.",22,11.91,-0.459,Health Care,Health Care Technology,United States
"Jul 2, 2020",LMND,"Lemonade, Inc.",29,20.11,-0.307,Financials,Insurance,United States
"Jul 2, 2020",CPSR,Capstar Special Purpose Acquisition Corp.,10,7.36,-0.264,Blank Check / SPAC,Blank Check / SPAC,United States
"Jul 1, 2020",DNB,"Dun & Bradstreet Holdings, Inc.",22,16.725,-0.240,Industrials,Professional Services,United States
"Jul 1, 2020",PANA.D,Panacea Acquisition Corp.,10,10.42,0.104,Blank Check / SPAC,Blank Check / SPAC,
"Jun 30, 2020",GSAH,GS Acquisition Holdings Corp. II,10,10.26,0.103,Blank Check / SPAC,Blank Check / SPAC,
"Jun 30, 2020",ADTX,"Aditx, Inc.",9,0.341,-0.962,Health Care,Biotechnology,United States
"Jun 26, 2020",FUSE,Fusion Acquisition Corp.,10,10,0.100,Blank Check / SPAC,Blank Check / SPAC,
"Jun 26, 2020",AKUS,"Akouos, Inc.",17,3.285,-0.807,Health Care,Biotechnology,United States
"Jun 26, 2020",ACI,"Albertsons Companies, Inc.",16,32.34,1.021,Consumer Defensive,Grocery Stores,United States
"Jun 26, 2020",API,"Agora, Inc.",20,6.86,-0.657,Information Technology,"Electronic Equipment, Instruments & Components",United States
"Jun 26, 2020",EBON,"Ebang International Holdings, Inc.",5.23,0.93,-0.822,Technology,Computer Hardware,United States
"Jun 26, 2020",KCAC.D,Kensington Capital Acquisition Corp.,10,23.5,0.235,Blank Check / SPAC,Blank Check / SPAC,
"Jun 26, 2020",PYPD,PolyPid Ltd.,16,5.2,-0.675,Health Care,Biotechnology,United States
"Jun 26, 2020",FUSN,"Fusion Pharmaceuticals, Inc.",17,5.855,-0.656,Health Care,Biotechnology,United States
"Jun 24, 2020",BRLI,Brilliant Acquisition Corp.,10,10.39,0.039,Blank Check / SPAC,Blank Check / SPAC,United States
"Jun 19, 2020",RPTX,"Repare Therapeutics, Inc.",20,11.96,-0.402,Health Care,Biotechnology,United States
"Jun 19, 2020",PROG,"Progenity, Inc.",15,0.948,-0.937,Health Care,Health Care Providers & Services,United States
"Jun 19, 2020",NUZE,"NuZee, Inc.",9,1.86,-0.793,Consumer Staples,Food Products,United States
"Jun 19, 2020",GTH,Genetron Holdings Limited,16,2.01,-0.874,Health Care,Diagnostics & Research,United States
"Jun 19, 2020",FMTX,"Forma Therapeutics Holdings, Inc.",20,8.1,-0.595,Health Care,Biotechnology,United States
"Jun 17, 2020",TREB,Trebia Acquisition Corp.,10,9.22,-0.078,Blank Check / SPAC,Blank Check / SPAC,United States
"Jun 16, 2020",RPRX,Royalty Pharma PLC,28,42.82,0.529,Health Care,Pharmaceuticals,United States
"Jun 12, 2020",AZEK,"The AZEK Company, Inc.",23,22.5,-0.022,Industrials,Building Products,United States
"Jun 12, 2020",PCVX,"Vaxcyte, Inc.",16,25.06,0.566,Health Care,Biotechnology,United States
"Jun 12, 2020",BNR,Burning Rock Biotech Ltd.,16.5,6.335,-0.616,Health Care,Diagnostics & Research,United States
"Jun 12, 2020",GBIO,Generation Bio Co.,19,6.78,-0.643,Health Care,Biotechnology,United States
"Jun 12, 2020",RNA,"Avidity Biosciences, Inc.",18,16.63,-0.076,Health Care,Biotechnology,United States
"Jun 11, 2020",LTRN,"Lantern Pharma, Inc.",15,6.9,-0.540,Health Care,Biotechnology,United States
"Jun 10, 2020",UCL,"uCloudlink Group, Inc.",18,1.338,-0.926,Communication Services,Telecom Services,United States
"Jun 9, 2020",VRM,"Vroom, Inc.",22,1.64,-0.925,Consumer Discretionary,Specialty Retail,United States
"Jun 5, 2020",AMTI,"Applied Molecular Transport, Inc.",14,4.67,-0.666,Health Care,Biotechnology,United States
"Jun 5, 2020",DADA,Dada Nexus Limited,16,7.48,-0.532,Consumer Discretionary,Internet & Direct Marketing Retail,United States
"Jun 5, 2020",LEGN,Legend Biotech Corporation,23,38.65,0.680,Health Care,Biotechnology,United States
"Jun 5, 2020",MCAC,Mountain Crest Acquisition Corp.,10,13.34,0.133,Blank Check / SPAC,Blank Check / SPAC,
"Jun 5, 2020",FOUR,"Shift4 Payments, Inc.",23,51.34,1.232,Information Technology,IT Services,United States
"Jun 5, 2020",ARYB,ARYA Sciences Acquisition II,10,10.1,0.101,Blank Check / SPAC,Blank Check / SPAC,
"Jun 5, 2020",CALT,Calliditas Therapeutics AB,19.5,17.17,-0.119,Health Care,Biotechnology,Sweden
"Jun 4, 2020",ZI,"ZoomInfo Technologies, Inc.",21,49.47,1.356,Communication Services,Interactive Media & Services,United States
"Jun 3, 2020",WMG,Warner Music Group Corp.,25,31.39,0.256,Communication Services,Entertainment,United States
"Jun 3, 2020",PLRX,"Pliant Therapeutics, Inc.",16,7.12,-0.555,Health Care,Biotechnology,United States
"May 27, 2020",WPF,Foley Trasimene Acquisition Corp.,10,9.75,0.098,Blank Check / SPAC,Blank Check / SPAC,
"May 22, 2020",NARI,"Inari Medical, Inc.",19,84.08,3.425,Health Care,Health Care Equipment & Supplies,United States
"May 21, 2020",LGVW,Longview Acquisition Corp.,10,23.05,0.231,Blank Check / SPAC,Blank Check / SPAC,
"May 21, 2020",SLQT,"SelectQuote, Inc.",20,1.965,-0.902,Financial Services,Insurance Brokers,United States
"May 20, 2020",BMRG,B. Riley Principal Merger II,10,10.68,0.107,Blank Check / SPAC,Blank Check / SPAC,
"May 15, 2020",ADCT,ADC Therapeutics SA,19,12.96,-0.318,Information Technology,Communications Equipment,United States
"May 15, 2020",NOVS.D,Novus Capital Corp.,10,24.95,0.249,,,
"May 14, 2020",JWS,Jaws Acquisition Corporation,10,14.75,0.147,Blank Check / SPAC,Blank Check / SPAC,
"May 14, 2020",GIK,"GigCapital3, Inc.",10,7.82,0.078,,,
"May 8, 2020",AYLA,"Ayala Pharmaceuticals, Inc.",15,2.92,-0.805,Health Care,Biotechnology,United States
"May 8, 2020",KC,Kingsoft Cloud Holdings Limited,17,3.485,-0.795,Information Technology,IT Services,United States
"May 8, 2020",CLEU,China Liberal Education Holdings Ltd.,6,1.59,-0.735,Consumer Defensive,Education & Training Services,United States
"May 6, 2020",SOAC,Sustainable Opportunities Acquisition Corp.,10,10.62,0.106,Blank Check / SPAC,Blank Check / SPAC,
"May 6, 2020",LOAK,Live Oak Acquisition Corp.,10,24.2,0.242,Blank Check / SPAC,Blank Check / SPAC,
"May 5, 2020",ROCH,Roth CH Acquisition I,10,28.9,0.289,Blank Check / SPAC,Blank Check / SPAC,
"May 5, 2020",GAN,GAN Limited,8.5,4.025,-0.526,Consumer Cyclical,Gambling,United States
"May 1, 2020",LYRA,"Lyra Therapeutics, Inc.",16,5.67,-0.646,Health Care,Biotechnology,United States
"May 1, 2020",CGRO,Collective Growth Corp.,10,9.75,0.098,,,
"Apr 30, 2020",FVAC,Fortress Value Acquisition,10,14.39,0.144,Blank Check / SPAC,Blank Check / SPAC,
"Apr 28, 2020",IPOB,Social Capital Hedosophia II,10,29.5,0.295,Blank Check / SPAC,Blank Check / SPAC,
"Apr 24, 2020",PCPL,CC Neuberger Principal Holdings I,10,10.98,0.110,,,
"Apr 24, 2020",ORIC,Oric Pharmaceuticals Inc.,16,3.61,-0.774,Health Care,Biotechnology,United States
"Apr 24, 2020",CHAQ,Chardan Healthcare Acquisition 2 Corp.,10,8.41,0.084,Blank Check / SPAC,Blank Check / SPAC,
"Apr 22, 2020",IPOC,Social Capital Hedosophia Holdings Corp. III,10,16.02,0.160,,,
"Apr 8, 2020",KROS,"Keros Therapeutics, Inc.",16,60.33,2.771,Health Care,Biotechnology,United States
"Apr 3, 2020",ZNTL,"Zentalis Pharmaceuticals, Inc.",18,22.73,0.263,Health Care,Biotechnology,United States
"Apr 1, 2020",WIMI,"WiMi Hologram Cloud, Inc.",5.5,2.07,-0.624,Communication Services,Advertising Agencies,China
"Mar 12, 2020",IMRA,IMARA Inc.,16,1.42,-0.911,Health Care,Biotechnology,United States
"Mar 11, 2020",DFPH,DFP Healthcare Acquisitions Corp.,10,10.98,0.110,Blank Check / SPAC,Blank Check / SPAC,
"Mar 6, 2020",FEAC,Flying Eagle Acquisition,10,17.68,0.177,Blank Check / SPAC,Blank Check / SPAC,
"Mar 6, 2020",LSAC.D,LifeSci Acquisition Corp.,10,19,0.190,Blank Check / SPAC,Blank Check / SPAC,
"Mar 3, 2020",GFL,"GFL Environmental, Inc.",19,31.27,0.646,Industrials,Waste Management,Canada
"Feb 28, 2020",PASG,"Passage Bio, Inc.",18,2.51,-0.861,Health Care,Biotechnology,United States
"Feb 24, 2020",ZCMD,Zhongchao Inc.,4,1.401,-0.650,Health Care,Health Information Services,United States
"Feb 21, 2020",DMYT,dMY Technology Group,10,22.76,0.228,Blank Check / SPAC,Blank Check / SPAC,
"Feb 20, 2020",ESSC,East Stone Acquisition Corp.,10,10.875,0.087,Blank Check / SPAC,Blank Check / SPAC,United States
"Feb 14, 2020",NBAC,Newborn Acquisition,10,15.52,0.155,Blank Check / SPAC,Blank Check / SPAC,
"Feb 14, 2020",CCXX,Churchill Capital III,10,9.84,0.098,Blank Check / SPAC,Blank Check / SPAC,
"Feb 13, 2020",GRIL,"Muscle Maker, Inc.",5,0.45,-0.910,Consumer Cyclical,Restaurants,United States
"Feb 13, 2020",MEDS,"TRxADE HEALTH, Inc.",6.5,1.91,-0.706,Health Care,Pharmaceutical Retailers,United States
"Feb 13, 2020",ZGYH,Yunhong International,10,10.28,0.028,Financial Services,Shell Companies,United States
"Feb 13, 2020",RVMD,"Revolution Medicines, Inc.",17,21.665,0.274,Health Care,Biotechnology,United States
"Feb 12, 2020",HUIZ,Huize Holding Limited,10.5,1.12,-0.893,Financial Services,Insurance Brokers,United States
"Feb 11, 2020",CCAC,CITIC Capital Acquisition Corp.,10,7.05,-0.295,Blank Check / SPAC,Blank Check / SPAC,United States
"Feb 11, 2020",GNRS,Greenrose Acquisition Corp.,10,3.25,-0.675,Blank Check / SPAC,Blank Check / SPAC,United States
"Feb 7, 2020",ONEW,OneWater Marine Inc.,12,31.12,1.593,Consumer Discretionary,Specialty Retail,United States
"Feb 7, 2020",NREF,"NexPoint Real Estate Finance, Inc.",19,22.84,0.202,Real Estate,REIT-Mortgage,United States
"Feb 7, 2020",PFHD,Professional Holding Corp.,18.5,23.84,0.289,Financials,Banks,United States
"Feb 6, 2020",BEAM,Beam Therapeutics Inc.,17,42.07,1.475,Consumer Staples,Beverages,United States
"Feb 6, 2020",SDGR,"Schrodinger, Inc.",17,26.74,0.573,Health Care,Health Care Technology,United States
"Feb 6, 2020",CSPR,"Casper Sleep, Inc.",12,6.78,-0.435,Consumer Cyclical,Specialty Retail,United States
"Feb 6, 2020",PPD,"PPD, Inc.",27,47.28,0.751,Health Care,Life Sciences Tools & Services,United States
"Jan 31, 2020",ARQT,"Arcutis Biotherapeutics, Inc.",17,20.15,0.185,Health Care,Biotechnology,United States
"Jan 31, 2020",ONEM,"1Life Healthcare, Inc.",14,8.3,-0.407,Health Care,Health Care Equipment & Supplies,United States
"Jan 31, 2020",REYN,Reynolds Consumer Products Inc.,26,30.395,0.169,Consumer Cyclical,Packaging & Containers,United States
"Jan 30, 2020",BDTX,"Black Diamond Therapeutics, Inc.",19,2.765,-0.855,Health Care,Biotechnology,United States
"Jan 30, 2020",ANPC,AnPac Bio-Medical Science Co. Ltd.,12,0.348,-0.971,Health Care,Biotechnology,British Virgin Islands
"Jan 29, 2020",ANVS,"Annovis Bio, Inc.",6,11.6,0.933,Health Care,Biotechnology,United States
"Jan 24, 2020",GHIV,"Gores Holdings IV, Inc.",10,11.54,0.115,,,
"Jan 24, 2020",SCVX,SCVX Corp.,10,9.92,-0.008,Financial Services,Shell Companies,United States
"Jan 17, 2020",DNK,Phoenix Tree Holdings Ltd.,13.5,2.37,0.024,,,
"Jan 17, 2020",LIZI,Lizhi Inc.,11,1.11,-0.899,Communication Services,Internet Content & Information,United States
"Jan 17, 2020",IMAB,I-Mab,14,13.59,-0.029,Health Care,Biotechnology,United States
"Jan 17, 2020",VEL,"Velocity Financial, Inc.",13,10.28,-0.209,Financials,Thrifts & Mortgage Finance,United States
