,Rnd,Pick,Tm_x,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Unnamed: 28,Round_x,Value,Tm_y,Year,Multiplier,AdjustedValue,AvgValue,AVoverAvg,Return_x,IPO Date,Symbol,Company Name,IPO Price,Current,Return_y,Sector,Industry,Country,Round_y,IPOMultiplier,AdjustedValueIPO,AvgValueIPO,AVoverAvgIPO,ReturnIPO
168,5,169,LAR,David Edwards\EdwaDa01,T,22,2021.0,0,0,2,21.0,21.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Wisconsin,College Stats,6,24.0,Tennessee Titans,2022.0,0.008,0.168,0.2116,20.7884,98.2438563327032,"Jan 9, 2019",BCOW,"1895 Bancorp of Wisconsin, Inc.",10.0,10.878,0.08800000000000001,Financials,Thrifts & Mortgage Finance,United States,6,0.1388888888888889,2.916666666666667,3.673611111111111,17.32638888888889,4.7164461247637055
172,5,173,WAS,Cole Holcomb\HolcCo00,LB,23,2021.0,0,0,3,19.0,19.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,3.0,4.5,North Carolina,College Stats,6,22.0,Carolina Panthers,2022.0,0.007333333333333333,0.13933333333333334,0.19396666666666665,18.806033333333332,96.95497508162914,"Jun 6, 2019",GIX,"GigCapital2, Inc.",10.0,10.47,0.105,,,,6,0.1388888888888889,2.638888888888889,3.673611111111111,15.32638888888889,4.1720226843100185
148,5,149,OAK,Hunter Renfrow\RenfHu00,WR,23,2021.0,0,1,0,17.0,17.0,46.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,208.0,2299.0,15.0,3.0,,,Clemson,College Stats,5,32.0,Carolina Panthers,2022.0,0.010666666666666666,0.18133333333333332,0.2821333333333333,16.717866666666666,59.25519848771267,"Apr 4, 2019",RPLA,Replay Acquisition,10.0,9.48,0.095,Blank Check / SPAC,Blank Check / SPAC,,5,0.1388888888888889,2.361111111111111,3.673611111111111,13.32638888888889,3.627599243856333
150,5,151,MIA,Andrew Van Ginkel\VanGAn00,LB,24,2021.0,0,0,2,17.0,17.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,,10.5,Wisconsin,College Stats,5,31.0,Atlanta Falcons,2022.0,0.010333333333333333,0.17566666666666667,0.27331666666666665,16.726683333333334,61.19891456796147,"Nov 22, 2019",CHPM,CHP Merger Corp.,10.0,10.19,0.019,Financial Services,Shell Companies,United States,5,0.1388888888888889,2.361111111111111,3.673611111111111,13.32638888888889,3.627599243856333
147,5,148,SFO,Dre Greenlaw\GreeDr00,LB,22,2021.0,0,0,2,15.0,15.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,2.0,2.0,Arkansas,College Stats,5,32.0,Chicago Bears,2022.0,0.010666666666666666,0.16,0.2821333333333333,14.717866666666668,52.16635160680531,"Nov 21, 2019",GRNV,Greenvision Acquisition Corp.,10.0,8.14,0.081,Blank Check / SPAC,Blank Check / SPAC,,5,0.1388888888888889,2.0833333333333335,3.673611111111111,11.32638888888889,3.0831758034026464
170,5,171,NYG,Darius Slayton\SlayDa01,WR,22,2021.0,0,0,2,14.0,14.0,43.0,0.0,0.0,0.0,0.0,0.0,3.0,-14.0,0.0,124.0,1830.0,13.0,3.0,,,Auburn,College Stats,6,23.0,Green Bay Packers,2022.0,0.007666666666666666,0.10733333333333332,0.20278333333333332,13.797216666666667,68.03920440535876,"Jul 31, 2019",NFIN,Netfin Acquisition,10.0,11.4,0.114,Blank Check / SPAC,Blank Check / SPAC,,6,0.1388888888888889,1.9444444444444446,3.673611111111111,10.32638888888889,2.8109640831758034
154,5,155,CLE,Mack Wilson\WilsMa03,LB,21,2021.0,0,0,2,13.0,13.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,1.0,1.0,Alabama,College Stats,5,29.0,Cleveland Browns,2022.0,0.009666666666666667,0.12566666666666668,0.2556833333333333,12.744316666666666,49.8441431458184,"Feb 22, 2019",ACAM.D,Acamar Partners Acquisition Corp.,10.0,12.3,0.12300000000000001,Blank Check / SPAC,Blank Check / SPAC,,5,0.1388888888888889,1.8055555555555556,3.673611111111111,9.32638888888889,2.5387523629489603
144,5,145,TAM,Matt Gay\GayxMa00,K,25,2021.0,0,1,0,10.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,Utah,College Stats,5,34.0,Denver Broncos,2022.0,0.011333333333333334,0.11333333333333334,0.2997666666666667,9.700233333333333,32.359279439564105,"Nov 20, 2019",SAQN,Software Acquisition Group,10.0,10.1,0.10099999999999999,Blank Check / SPAC,Blank Check / SPAC,,5,0.1388888888888889,1.3888888888888888,3.673611111111111,6.326388888888889,1.722117202268431
145,5,146,DET,Amani Oruwariye\OruwAm00,CB,23,2021.0,0,0,2,10.0,10.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,9.0,,Penn St.,College Stats,5,33.0,New York Jets,2022.0,0.011,0.10999999999999999,0.29095,9.70905,33.37016669530847,"Nov 20, 2019",AMHC,Amplitude Healthcare Acquisition Corp.,10.0,15.12,0.151,Blank Check / SPAC,Blank Check / SPAC,,5,0.1388888888888889,1.3888888888888888,3.673611111111111,6.326388888888889,1.722117202268431
149,5,150,GNB,Kingsley Keke\KekeKi00,DT,22,2021.0,0,0,1,9.0,9.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,6.5,Texas A&M,College Stats,5,31.0,Chicago Bears,2022.0,0.010333333333333333,0.093,0.27331666666666665,8.726683333333334,31.928837124214894,"Jul 18, 2019",OAC,Oaktree Acquisition Corp.,10.0,16.38,0.16399999999999998,Blank Check / SPAC,Blank Check / SPAC,,5,0.1388888888888889,1.25,3.673611111111111,5.326388888888889,1.449905482041588
