,Rnd,Pick,Tm_x,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Unnamed: 28,Round_x,Value,Tm_y,Year,Multiplier,AdjustedValue,AvgValue,AVoverAvg,Return_x,IPO Date,Symbol,Company Name,IPO Price,Current,Return_y,Sector,Industry,Country,Round_y,IPOMultiplier,AdjustedValueIPO,AvgValueIPO,AVoverAvgIPO,ReturnIPO
127,4,128,BUF,Gabriel Davis\DaviGa01,WR,21.0,2021.0,0,0,1,11.0,11.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,1148.0,13.0,1.0,,,Central Florida,College Stats,5,44.0,Baltimore Ravens,2022.0,0.014666666666666666,0.16133333333333333,0.3168,10.6832,33.722222222222214,"Jul 30, 2020",ALVR,"AlloVir, Inc.",17.0,4.65,-0.727,Health Care,Biotechnology,United States,4,0.14166666666666666,1.5583333333333333,3.06,7.9399999999999995,2.594771241830065
145,4,146,DAL,Tyler Biadasz\BiadTy00,C,22.0,2021.0,0,0,1,9.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Wisconsin,College Stats,5,33.0,New York Jets,2022.0,0.011,0.09899999999999999,0.2376,8.7624,36.878787878787875,"Jul 10, 2020",PSTX,"Poseida Therapeutics, Inc.",16.0,3.11,-0.8059999999999999,Health Care,Biotechnology,United States,5,0.13333333333333333,1.2,2.8800000000000003,6.119999999999999,2.1249999999999996
116,4,117,MIN,D.J. Wonnum\WonnDJ00,DE,22.0,2021.0,0,0,1,9.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,11.0,South Carolina,College Stats,4,60.0,New York Jets,2022.0,0.02,0.18,0.43200000000000005,8.568,19.83333333333333,"Jan 31, 2020",ARQT,"Arcutis Biotherapeutics, Inc.",17.0,20.15,0.185,Health Care,Biotechnology,United States,4,0.14166666666666666,1.275,3.06,5.9399999999999995,1.941176470588235
137,4,138,KAN,L'Jarius Sneed\SneeLJ00,S,23.0,2021.0,0,0,1,8.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,5.0,3.0,Louisiana Tech,College Stats,5,37.0,Pittsburgh Steelers,2022.0,0.012333333333333333,0.09866666666666667,0.2664,7.7336,29.030030030030026,"Sep 25, 2020",GRAY,"Graybug Vision, Inc.",16.0,1.1,-0.9309999999999999,Health Care,Biotechnology,United States,5,0.13333333333333333,1.0666666666666667,2.8800000000000003,5.119999999999999,1.7777777777777772
108,4,109,LVR,John Simpson\SimpJo00,G,23.0,2021.0,0,0,1,8.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Clemson,College Stats,4,76.0,Seattle Seahawks,2022.0,0.025333333333333333,0.20266666666666666,0.5472,7.4528,13.619883040935672,"Sep 25, 2020",PMVP,"PMV Pharmaceuticals, Inc.",18.0,16.0,-0.111,Health Care,Biotechnology,United States,4,0.15,1.2,3.24,4.76,1.4691358024691357
144,4,145,PHI,Jack Driscoll\DrisJa00,G,23.0,2021.0,0,0,0,7.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Auburn,College Stats,5,34.0,Denver Broncos,2022.0,0.011333333333333334,0.07933333333333334,0.24480000000000005,6.7552,27.594771241830063,"Aug 14, 2020",CVAC,CureVac N.V.,16.0,16.48,0.03,Health Care,Biotechnology,Germany,5,0.13333333333333333,0.9333333333333333,2.8800000000000003,4.119999999999999,1.4305555555555551
125,4,126,HOU,Charlie Heck\HeckCh00,T,23.0,2021.0,0,0,1,6.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,North Carolina,College Stats,4,46.0,Las Vegas Raiders,2022.0,0.015333333333333332,0.092,0.3312,5.6688,17.115942028985508,"Jul 24, 2020",ANNX,"Annexon, Inc.",17.0,2.53,-0.851,Health Care,Biotechnology,United States,4,0.14166666666666666,0.85,3.06,2.94,0.9607843137254901
110,4,111,MIA,Solomon Kindley\KindSo00,G,23.0,2021.0,0,0,1,6.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Georgia,College Stats,4,72.0,New York Jets,2022.0,0.024,0.14400000000000002,0.5184000000000001,5.4816,10.574074074074073,"Sep 18, 2020",ATHA,"Athira Pharma, Inc.",17.0,11.3,-0.335,Health Care,Biotechnology,United States,4,0.14166666666666666,0.85,3.06,2.94,0.9607843137254901
134,4,135,PIT,Kevin Dotson\DotsKe00,G,23.0,2021.0,0,0,0,5.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Louisiana,College Stats,5,39.0,Kansas City Chiefs,2022.0,0.013,0.065,0.2808,4.7192,16.806267806267805,"May 1, 2020",LYRA,"Lyra Therapeutics, Inc.",16.0,5.67,-0.6459999999999999,Health Care,Biotechnology,United States,5,0.13333333333333333,0.6666666666666666,2.8800000000000003,2.1199999999999997,0.7361111111111109
118,4,119,ATL,Mykal Walker\WalkMy00,LB,23.0,2021.0,0,0,1,5.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,,Fresno St.,College Stats,4,56.0,Baltimore Ravens,2022.0,0.018666666666666668,0.09333333333333334,0.40320000000000006,4.5968,11.400793650793648,"Oct 8, 2020",AZYO,"Aziyo Biologics, Inc.",17.0,6.795,-0.6,Health Care,Medical Devices,United States,4,0.14166666666666666,0.7083333333333333,3.06,1.94,0.6339869281045751
