,Rnd,Pick,Tm_x,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Unnamed: 28,Round_x,Value,Tm_y,Year,Multiplier,AdjustedValue,AvgValue,AVoverAvg,Return_x,IPO Date,Symbol,Company Name,IPO Price,Current,Return_y,Sector,Industry,Country,Round_y,IPOMultiplier,AdjustedValueIPO,AvgValueIPO,AVoverAvgIPO,ReturnIPO
183,6,184,CAR,Bravvion Roy\RoyxBr00,DT,23.0,2021.0,0,0,1,6.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,,1.0,Baylor,College Stats,6,18.0,Minnesota Vikings,2022.0,0.006,0.036000000000000004,0.12960000000000002,5.8704,45.29629629629629,"Jan 30, 2020",ANPC,AnPac Bio-Medical Science Co. Ltd.,12.0,0.348,-0.971,Health Care,Biotechnology,British Virgin Islands,6,0.1,0.6000000000000001,2.16,3.84,1.7777777777777777
210,6,211,IND,Isaiah Rodgers\RodgIs00,CB,22.0,2021.0,0,0,0,4.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,,Massachusetts,College Stats,7,7.0,Los Angeles Rams,2022.0,0.0023333333333333335,0.009333333333333334,0.05040000000000001,3.9495999999999998,78.36507936507935,"Jun 30, 2020",GSAH,GS Acquisition Holdings Corp. II,10.0,10.26,0.10300000000000001,Blank Check / SPAC,Blank Check / SPAC,,7,0.08333333333333333,0.3333333333333333,1.8,2.2,1.2222222222222223
190,6,191,NYJ,Braden Mann\MannBr01,P,22.0,2021.0,0,0,0,4.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,,,Texas A&M,College Stats,6,15.0,Baltimore Ravens,2022.0,0.005,0.02,0.10800000000000001,3.892,36.03703703703703,"Oct 28, 2020",ABST,Absolute Software Corporation,11.0,7.94,-0.278,Technology,Software-Application,Canada,6,0.09166666666666666,0.36666666666666664,1.98,2.02,1.02020202020202
180,6,181,DEN,Netane Muti\MutiNe00,G,21.0,2021.0,0,0,0,3.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Fresno St.,College Stats,6,19.0,Detroit Lions,2022.0,0.006333333333333333,0.019,0.1368,2.8632,20.929824561403507,"Oct 2, 2020",IMNM,"Immunome, Inc.",12.0,4.01,-0.6659999999999999,Health Care,Biotechnology,United States,6,0.1,0.30000000000000004,2.16,0.8399999999999999,0.3888888888888888
200,6,201,BAL,James Proche\ProcJa00,WR,23.0,2021.0,0,0,0,2.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,216.0,0.0,,,,SMU,College Stats,7,11.0,Arizona Cardinals,2022.0,0.0036666666666666666,0.007333333333333333,0.0792,1.9208,24.252525252525253,"Jul 8, 2020",RACA,Therapeutics Acquisition Corp.,10.0,10.274000000000001,0.10300000000000001,Blank Check / SPAC,Blank Check / SPAC,,7,0.08333333333333333,0.16666666666666666,1.8,0.19999999999999996,0.11111111111111108
212,6,213,IND,Jordan Glasgow\GlasJo00,LB,24.0,2021.0,0,0,0,2.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,Michigan,College Stats,7,6.0,Atlanta Falcons,2022.0,0.002,0.004,0.0432,1.9568,45.2962962962963,"Jul 15, 2020",DEH,D8 Holdings Corp.,10.0,11.57,0.11599999999999999,,,,7,0.08333333333333333,0.16666666666666666,1.8,0.19999999999999996,0.11111111111111108
204,6,205,MIN,Josh Metellus\MeteJo00,S,22.0,2021.0,0,0,0,2.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,,Michigan,College Stats,7,9.0,Green Bay Packers,2022.0,0.003,0.006,0.06480000000000001,1.9352,29.864197530864192,"Oct 20, 2020",GWAC,Good Works Acquisition Corp.,10.0,10.5,0.105,Blank Check / SPAC,Blank Check / SPAC,,7,0.08333333333333333,0.16666666666666666,1.8,0.19999999999999996,0.11111111111111108
195,6,196,PHI,Shaun Bradley\BradSh00,LB,23.0,2021.0,0,0,0,2.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,,Temple,College Stats,7,13.0,Baltimore Ravens,2022.0,0.004333333333333333,0.008666666666666666,0.0936,1.9064,20.367521367521366,"Dec 3, 2020",HTPA,Highland Transcend Partners I Corp.,10.0,9.86,-0.013999999999999999,Blank Check / SPAC,Blank Check / SPAC,United States,7,0.08333333333333333,0.16666666666666666,1.8,0.19999999999999996,0.11111111111111108
188,6,189,JAX,Jake Luton\LutoJa00,QB,24.0,2020.0,0,0,0,2.0,2.0,3.0,60.0,110.0,624.0,2.0,6.0,1.0,13.0,1.0,0.0,0.0,0.0,,,,Oregon St.,College Stats,6,16.0,Washington Commanders,2022.0,0.005333333333333333,0.010666666666666666,0.1152,1.8848,16.36111111111111,"Sep 29, 2020",ORPHY,Orphazyme A/S,11.0,,,Health Care,Biotechnology,Denmark,6,0.09166666666666666,0.18333333333333332,1.98,0.020000000000000018,0.01010101010101011
184,6,185,MIA,Blake Ferguson\FergBl00,LS,23.0,2021.0,0,0,0,2.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,LSU,College Stats,6,17.0,Buffalo Bills,2022.0,0.005666666666666667,0.011333333333333334,0.12240000000000002,1.8776,15.339869281045749,"Oct 1, 2020",AVO,"Mission Produce, Inc.",12.0,12.88,0.073,Consumer Defensive,Farm Products,United States,6,0.1,0.2,2.16,-0.16000000000000014,-0.07407407407407414
182,6,183,NYG,Cam Brown\BrowCa01,LB,22.0,2021.0,0,0,0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,,Penn St.,College Stats,6,18.0,Houston Texans,2022.0,0.006,0.012,0.12960000000000002,1.8704,14.432098765432096,"Feb 6, 2020",CSPR,"Casper Sleep, Inc.",12.0,6.78,-0.435,Consumer Cyclical,Specialty Retail,United States,6,0.1,0.2,2.16,-0.16000000000000014,-0.07407407407407414
185,6,186,LAC,Alohi Gilman\GilmAl00,S,22.0,2021.0,0,0,0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,,Notre Dame,College Stats,6,17.0,Chicago Bears,2022.0,0.005666666666666667,0.011333333333333334,0.12240000000000002,1.8776,15.339869281045749,"Oct 16, 2020",KRBP,"Kiromic BioPharma, Inc.",12.0,0.63,-0.948,Health Care,Biotechnology,United States,6,0.1,0.2,2.16,-0.16000000000000014,-0.07407407407407414
197,6,198,PIT,Antoine Brooks Jr.\BrooAn00,S,21.0,2021.0,0,0,0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,Maryland,College Stats,7,12.0,Jacksonville Jaguars,2022.0,0.004,0.004,0.0864,0.9136,10.574074074074073,"Jul 2, 2020",CPSR,Capstar Special Purpose Acquisition Corp.,10.0,7.36,-0.264,Blank Check / SPAC,Blank Check / SPAC,United States,7,0.08333333333333333,0.08333333333333333,1.8,-0.8,-0.4444444444444445
202,6,203,MIN,Blake Brandel\BranBl00,T,23.0,2021.0,0,0,0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Oregon St.,College Stats,7,10.0,Buffalo Bills,2022.0,0.0033333333333333335,0.0033333333333333335,0.07200000000000001,0.9279999999999999,12.888888888888886,"Dec 2, 2020",CAP,Capitol Investment Corp. V,10.0,7.95,0.08,Blank Check / SPAC,Blank Check / SPAC,,7,0.08333333333333333,0.08333333333333333,1.8,-0.8,-0.4444444444444445
203,6,204,NWE,Cassh Maluia\MaluCa00,LB,21.0,2020.0,0,0,0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Wyoming,College Stats,7,10.0,Tennessee Titans,2022.0,0.0033333333333333335,0.0033333333333333335,0.07200000000000001,0.9279999999999999,12.888888888888886,"Jul 10, 2020",QH,Quhuo Ltd.,10.0,0.5589999999999999,-0.9440000000000001,Technology,Software-Application,United States,7,0.08333333333333333,0.08333333333333333,1.8,-0.8,-0.4444444444444445
193,6,194,TAM,Khalil Davis\DaviKh00,DT,24.0,2021.0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Nebraska,College Stats,7,14.0,Philadelphia Eagles,2022.0,0.004666666666666667,0.0,0.10080000000000001,-0.10080000000000001,-1.0,"Nov 19, 2020",YSG,Yatsen Holding Limited,10.5,0.6,-0.943,Consumer Staples,Personal Products,United States,7,0.0875,0.0,1.89,-1.89,-1.0
205,6,206,JAX,Tyler Davis\DaviTy02,TE,23.0,2021.0,0,0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,0.0,4.0,,,Georgia Tech,College Stats,7,9.0,Philadelphia Eagles,2022.0,0.003,0.0,0.06480000000000001,-0.06480000000000001,-1.0,"Dec 2, 2020",RSVA,Rodgers Silicon Valley Acquisition Corp,10.0,20.36,0.204,Blank Check / SPAC,Blank Check / SPAC,,7,0.08333333333333333,0.0,1.8,-1.8,-1.0
206,6,207,BUF,Isaiah Hodgins\HodgIs00,WR,21.0,2021.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Oregon St.,College Stats,7,9.0,Houston Texans,2022.0,0.003,0.0,0.06480000000000001,-0.06480000000000001,-1.0,"Jul 13, 2020",PTK,PTK Acquisition Corp.,10.0,7.28,0.073,Blank Check / SPAC,Blank Check / SPAC,,7,0.08333333333333333,0.0,1.8,-1.8,-1.0
207,6,208,GNB,Jake Hanson\HansJa00,C,23.0,2021.0,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Oregon,College Stats,7,8.0,Kansas City Chiefs,2022.0,0.0026666666666666666,0.0,0.0576,-0.0576,-1.0,"Jul 14, 2020",AACQ,"Artius Acquisition, Inc",10.0,9.99,0.1,Blank Check / SPAC,Blank Check / SPAC,,7,0.08333333333333333,0.0,1.8,-1.8,-1.0
209,6,210,PHI,Prince Tega Wanogho\WanoTe00,T,22.0,2021.0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Auburn,College Stats,7,7.0,New England Patriots,2022.0,0.0023333333333333335,0.0,0.05040000000000001,-0.05040000000000001,-1.0,"Dec 4, 2020",FTCV,FinTech Acquisition Corp. V,10.0,9.881,-0.012,Blank Check / SPAC,Blank Check / SPAC,United States,7,0.08333333333333333,0.0,1.8,-1.8,-1.0
192,6,193,IND,Robert Windsor\WindRo01,DT,23.0,2020.0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,Penn St.,College Stats,7,14.0,Cleveland Browns,2022.0,0.004666666666666667,0.0,0.10080000000000001,-0.10080000000000001,-1.0,"Dec 4, 2020",YQ,"17 Education & Technology Group, Inc.",10.5,1.97,-0.812,Communication Services,Interactive Media & Services,United States,7,0.0875,0.0,1.89,-1.89,-1.0
211,6,212,IND,Dezmon Patmon\PatmDe00,WR,22.0,2021.0,0,0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,1.0,,,,Washington St.,College Stats,7,7.0,Los Angeles Rams,2022.0,0.0023333333333333335,0.0,0.05040000000000001,-0.05040000000000001,-1.0,"Jun 26, 2020",FUSE,Fusion Acquisition Corp.,10.0,10.0,0.1,Blank Check / SPAC,Blank Check / SPAC,,7,0.08333333333333333,0.0,1.8,-1.8,-1.0
189,6,190,SFO,Charlie Woerner\WoerCh00,TE,22.0,2021.0,0,0,0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,88.0,0.0,7.0,,,Georgia,College Stats,6,15.0,Atlanta Falcons,2022.0,0.005,0.0,0.10800000000000001,-0.10800000000000001,-1.0,"Jan 17, 2020",LIZI,Lizhi Inc.,11.0,1.11,-0.899,Communication Services,Internet Content & Information,United States,6,0.09166666666666666,0.0,1.98,-1.98,-1.0
201,6,202,ARI,Evan Weaver\WeavEv00,LB,22.0,,0,0,0,,,,,,,,,,,,,,,,,,California,College Stats,7,11.0,Dallas Cowboys,2022.0,0.0036666666666666666,,0.0792,,,"Jul 8, 2020",TXAC,Therapeutics Acquisition Corp.,10.0,12.96,0.13,Blank Check / SPAC,Blank Check / SPAC,,7,0.08333333333333333,,1.8,,
208,6,209,GNB,Simon Stepaniak\StepSi00,T,23.0,,0,0,0,,,,,,,,,,,,,,,,,,Indiana,College Stats,7,8.0,Cincinnati Bengals,2022.0,0.0026666666666666666,,0.0576,,,"Jul 1, 2020",PANA.D,Panacea Acquisition Corp.,10.0,10.42,0.10400000000000001,Blank Check / SPAC,Blank Check / SPAC,,7,0.08333333333333333,,1.8,,
