,Rnd,Pick,Tm_x,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Unnamed: 28,Round_x,Value,Tm_y,Year,Multiplier,AdjustedValue,AvgValue,AVoverAvg,Return_x,IPO Date,Symbol,Company Name,IPO Price,Current,Return_y,Sector,Industry,Country,Round_y,IPOMultiplier,AdjustedValueIPO,AvgValueIPO,AVoverAvgIPO,ReturnIPO
75,3,76,WAS,Terry McLaurin\McLaTe00,WR,23,2021.0,0,0,3,23.0,23.0,46.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,222.0,3090.0,16.0,2.0,,,Ohio St.,College Stats,3,210.0,Baltimore Ravens,2022.0,0.07,1.61,1.8515000000000001,21.1485,11.422360248447204,"Oct 31, 2019",OYST,"Oyster Point Pharma, Inc.",16.0,7.06,-0.5589999999999999,Health Care,Biotechnology,United States,3,0.2222222222222222,5.111111111111111,5.877777777777777,17.122222222222224,2.91304347826087
65,3,66,PIT,Diontae Johnson\JohnDi01,WR,23,2021.0,0,1,3,22.0,22.0,47.0,0.0,0.0,0.0,0.0,0.0,12.0,109.0,0.0,254.0,2764.0,20.0,,,,Toledo,College Stats,3,260.0,Detroit Lions,2022.0,0.08666666666666667,1.9066666666666667,2.2923333333333336,19.707666666666668,8.59720808492075,"Jun 20, 2019",AKRO,"Akero Therapeutics, Inc.",16.0,10.38,-0.35100000000000003,Health Care,Biotechnology,United States,3,0.2222222222222222,4.888888888888888,5.877777777777777,16.122222222222224,2.7429111531190933
72,3,73,CHI,David Montgomery\MontDa01,RB,22,2021.0,0,0,2,21.0,21.0,44.0,0.0,1.0,0.0,0.0,1.0,714.0,2808.0,21.0,121.0,924.0,3.0,,,,Iowa St.,College Stats,3,225.0,Washington Commanders,2022.0,0.075,1.575,1.98375,19.01625,9.58601134215501,"Oct 11, 2019",HBT,"HBT Financial, Inc.",16.0,18.195,0.13699999999999998,Financials,Banks,United States,3,0.2222222222222222,4.666666666666666,5.877777777777777,15.122222222222224,2.572778827977316
81,3,82,TEN,Nate Davis\DaviNa01,G,22,2021.0,0,0,3,19.0,19.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Charlotte,College Stats,3,180.0,Indianapolis Colts,2022.0,0.06,1.14,1.587,17.413,10.972274732199118,"Feb 14, 2019",TCRR,TCR2 Therapeutics Inc.,15.0,2.4,-0.84,Health Care,Biotechnology,United States,3,0.20833333333333334,3.9583333333333335,5.510416666666667,13.489583333333332,2.4480151228733456
73,3,74,BUF,Devin Singletary\SingDe00,RB,22,2021.0,0,0,3,20.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,495.0,2332.0,11.0,107.0,691.0,3.0,1.0,,,Florida Atlantic,College Stats,3,220.0,Atlanta Falcons,2022.0,0.07333333333333333,1.4666666666666668,1.9396666666666667,18.060333333333332,9.311050008592542,"Mar 28, 2019",DTIL,"Precision BioSciences, Inc.",16.0,2.3,-0.856,Health Care,Biotechnology,United States,3,0.2222222222222222,4.444444444444445,5.877777777777777,14.122222222222224,2.4026465028355393
71,3,72,CIN,Germaine Pratt\PratGe00,LB,23,2021.0,0,0,3,19.0,19.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,1.0,0.5,North Carolina St.,College Stats,3,230.0,Seattle Seahawks,2022.0,0.07666666666666666,1.4566666666666666,2.027833333333333,16.972166666666666,8.369606312155833,"Feb 8, 2019",GOSS,"Gossamer Bio, Inc.",16.0,8.89,-0.444,Health Care,Biotechnology,United States,3,0.2222222222222222,4.222222222222222,5.877777777777777,13.122222222222224,2.232514177693762
88,3,89,IND,Bobby Okereke\OkerBo00,LB,23,2021.0,0,0,3,14.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,3.0,2.0,Stanford,College Stats,3,145.0,Buffalo Bills,2022.0,0.04833333333333333,0.6766666666666666,1.2784166666666665,12.721583333333333,9.951046216022425,"Sep 26, 2019",OPRT,Oportun Financial Corporation,15.0,12.18,-0.188,Financials,Consumer Finance,United States,3,0.20833333333333334,2.916666666666667,5.510416666666667,8.489583333333332,1.5406427221172019
86,3,87,NWE,Damien Harris\HarrDa06,RB,22,2021.0,0,0,2,13.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,343.0,1632.0,17.0,23.0,184.0,0.0,,,,Alabama,College Stats,3,155.0,Arizona Cardinals,2022.0,0.051666666666666666,0.6716666666666666,1.3665833333333333,11.633416666666667,8.512775169217637,"Oct 10, 2019",BNTX,BioNTech SE,15.0,146.61,8.774,Health Care,Biotechnology,Germany,3,0.20833333333333334,2.7083333333333335,5.510416666666667,7.489583333333333,1.3591682419659734
101,3,102,MIN,Alexander Mattison\MattAl01,RB,21,2021.0,0,0,0,12.0,12.0,42.0,0.0,0.0,0.0,0.0,0.0,330.0,1387.0,6.0,55.0,435.0,2.0,,,,Boise St.,College Stats,4,92.0,Kansas City Chiefs,2022.0,0.030666666666666665,0.368,0.8111333333333333,11.188866666666666,13.794115229719734,"Nov 7, 2019",CNTG,Centogene N.V.,14.0,3.77,-0.731,Health Care,Biotechnology,Germany,4,0.19444444444444445,2.3333333333333335,5.143055555555556,6.856944444444444,1.3332433162300836
95,3,96,BUF,Dawson Knox\KnoxDa00,TE,22,2021.0,0,0,3,12.0,12.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,101.0,1263.0,14.0,1.0,,,Mississippi,College Stats,4,116.0,Denver Broncos,2022.0,0.03866666666666667,0.464,1.0227333333333333,10.977266666666667,10.733263802881169,"Apr 18, 2019",HOOK,HOOKIPA Pharma Inc.,14.0,1.535,-0.89,Health Care,Biotechnology,United States,3,0.19444444444444445,2.3333333333333335,5.143055555555556,6.856944444444444,1.3332433162300836
79,3,80,CLE,Sione Takitaki\TakiSi00,LB,24,2021.0,0,0,1,12.0,12.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1.0,1.0,BYU,College Stats,3,190.0,New Orleans Saints,2022.0,0.06333333333333334,0.76,1.6751666666666667,10.324833333333334,6.16346632175903,"Jun 27, 2019",MORF,"Morphic Holding, Inc.",15.0,29.0,0.9329999999999999,Health Care,Biotechnology,United States,3,0.20833333333333334,2.5,5.510416666666667,6.489583333333333,1.1776937618147447
64,3,65,ARI,Zach Allen\AlleZa01,DE,22,2021.0,0,0,2,12.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,6.0,Boston Col.,College Stats,3,265.0,Jacksonville Jaguars,2022.0,0.08833333333333333,1.06,2.3364166666666666,9.663583333333333,4.136070192959304,"Aug 1, 2019",DT,"Dynatrace, Inc.",16.0,40.51,1.5319999999999998,Information Technology,Software,United States,3,0.2222222222222222,2.6666666666666665,5.877777777777777,6.122222222222223,1.0415879017013234
70,3,71,DEN,Dre'Mont Jones\JoneDr00,DT,22,2021.0,0,0,1,12.0,12.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,15.5,Ohio St.,College Stats,3,235.0,Chicago Bears,2022.0,0.07833333333333334,0.9400000000000001,2.0719166666666666,9.928083333333333,4.791738728230705,"Nov 11, 2019",ETNB,"89bio, Inc.",16.0,2.67,-0.833,Health Care,Biotechnology,United States,3,0.2222222222222222,2.6666666666666665,5.877777777777777,6.122222222222223,1.0415879017013234
69,3,70,LAR,Darrell Henderson\HendDa00,RB,22,2021.0,0,0,1,11.0,11.0,40.0,0.0,0.0,0.0,0.0,0.0,326.0,1459.0,10.0,49.0,372.0,4.0,,,,Memphis,College Stats,3,240.0,Jacksonville Jaguars,2022.0,0.08,0.88,2.116,8.884,4.198487712665407,"Sep 18, 2019",IGMS,"IGM Biosciences, Inc.",16.0,18.18,0.136,Health Care,Biotechnology,United States,3,0.2222222222222222,2.444444444444444,5.877777777777777,5.122222222222223,0.8714555765595464
77,3,78,MIA,Michael Deiter\DeitMi00,G,23,2021.0,0,0,1,10.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,Wisconsin,College Stats,3,200.0,Cleveland Browns,2022.0,0.06666666666666667,0.6666666666666666,1.7633333333333332,8.236666666666666,4.671077504725898,"May 2, 2019",TMDX,"TransMedics Group, Inc.",16.0,21.46,0.341,Health Care,Health Care Equipment & Supplies,United States,3,0.2222222222222222,2.2222222222222223,5.877777777777777,4.122222222222223,0.7013232514177695
76,3,77,NWE,Chase Winovich\WinoCh00,DE,24,2021.0,0,0,0,10.0,10.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,11.0,Michigan,College Stats,3,205.0,Minnesota Vikings,2022.0,0.06833333333333333,0.6833333333333333,1.8074166666666664,8.192583333333333,4.5327585411959985,"May 3, 2019",SCPL,SciPlay Corporation,16.0,13.35,-0.166,Communication Services,Entertainment,United States,3,0.2222222222222222,2.2222222222222223,5.877777777777777,4.122222222222223,0.7013232514177695
93,3,94,TAM,Jamel Dean\DeanJa00,CB,22,2021.0,0,0,1,9.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,5.0,,Auburn,College Stats,3,124.0,Kansas City Chiefs,2022.0,0.04133333333333333,0.372,1.0932666666666666,7.906733333333333,7.2322092810537235,"Aug 15, 2019",CFB,"CrossFirst Bankshares, Inc.",14.5,13.67,-0.057,Financials,Banks,United States,3,0.2013888888888889,1.8125,5.326736111111111,3.673263888888889,0.6895899876148883
98,3,99,TAM,Mike Edwards\EdwaMi01,S,23,2021.0,0,0,0,8.0,8.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,5.0,1.0,Kentucky,College Stats,4,104.0,Cleveland Browns,2022.0,0.034666666666666665,0.2773333333333333,0.9169333333333333,7.083066666666666,7.724734622655228,"May 17, 2019",AVTR,"Avantor, Inc.",14.0,30.37,1.169,Health Care,Life Sciences Tools & Services,United States,4,0.19444444444444445,1.5555555555555556,5.143055555555556,2.8569444444444443,0.5554955441533891
97,3,98,JAX,Quincy Williams\WillQu01,S,23,2021.0,0,0,2,8.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,,2.0,Murray St.,,4,108.0,New Orleans Saints,2022.0,0.036,0.288,0.9521999999999999,7.0478000000000005,7.4015963032976275,"Feb 8, 2019",HARP,"Harpoon Therapeutics, Inc.",14.0,2.79,-0.8009999999999999,Health Care,Biotechnology,United States,4,0.19444444444444445,1.5555555555555556,5.143055555555556,2.8569444444444443,0.5554955441533891
90,3,91,LAC,Trey Pipkins\PipkTr00,T,23,2021.0,0,0,0,8.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sioux Falls,,3,136.0,Tampa Bay Buccaneers,2022.0,0.04533333333333334,0.3626666666666667,1.1990666666666667,6.800933333333333,5.6718558879128205,"May 9, 2019",NXTC,"NextCure, Inc.",15.0,4.71,-0.6859999999999999,Health Care,Biotechnology,United States,3,0.20833333333333334,1.6666666666666667,5.510416666666667,2.489583333333333,0.4517958412098298
80,3,81,DET,Will Harris\HarrWi02,S,23,2021.0,0,0,1,8.0,8.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,,1.5,Boston Col.,College Stats,3,185.0,Miami Dolphins,2022.0,0.06166666666666667,0.49333333333333335,1.6310833333333334,6.368916666666666,3.9047156797629383,"Jul 18, 2019",MIRM,"Mirum Pharmaceuticals, Inc.",15.0,25.81,0.721,Health Care,Biotechnology,United States,3,0.20833333333333334,1.6666666666666667,5.510416666666667,2.489583333333333,0.4517958412098298
